cnpj_cpf_cliente,referencia,referencia_busca_cliente,data_primeiro_vencimento,dia_vencimento,descricao,numero,codigo_vendedor,data_vigencia_inicial,data_vigencia_final,situacao,recorrencia,tipo_faturamento,indice_reajuste,codigo_banco_conta,codigo_forma_pagamento,codigo_plano_contas,codigo_condicao_pagamento,observacao_fiscal,observacao_nao_fiscal,data_proximo_reajuste,servicos.referencia,servicos.quantidade,servicos.valor_unitario,servicos.complemento,tipo_desconto_boleto_ate_vencimento,valor_desconto_boleto_ate_vencimento,id_importacao_pessoa,Mensagem,Id
,56,1,02/06/2025,2,,80,17,01/08/2024,,,1,1,0,2,5,133,0,,,,117,2,"0,01",,0,0,6375,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,97,1,03/06/2025,3,,279,16,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"474,96",,0,0,6156,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,98,1,10/06/2025,10,,280,18,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,119,1,"204,92",,0,0,5286,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,171,1,15/06/2025,15,,353,16,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,8,"68,78",,0,0,6157,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,171,1,15/06/2025,15,,353,16,01/07/2021,,,1,1,0,2,5,133,0,,,02/07/2025,95,2,"48,29",,0,0,6157,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,226,1,03/06/2025,3,,433,34,01/07/2019,,,1,0,0,3,5,7,0,,,02/07/2025,4,1,"255,65",,0,0,5533,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,226,1,03/06/2025,3,,433,34,03/03/2024,04/04/2025,,1,0,0,3,5,7,0,,,,31,1,"269,88",,0,0,5533,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,226,1,03/06/2025,3,,433,34,03/03/2024,03/05/2024,,1,0,0,3,5,7,0,,,,14,1,800,,0,0,5533,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,226,1,10/06/2025,10,,433,34,10/05/2025,11/05/2025,,1,0,0,3,5,7,0,,,,14,1,180,,0,0,5533,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,248,1,02/06/2025,2,,455,30,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"307,35",,0,0,7256,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,248,1,02/06/2025,2,,455,30,02/05/2024,,,1,1,0,2,5,133,0,,,,4,1,"0,01",,0,0,7256,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,248,1,02/06/2025,2,,455,30,02/05/2024,,,1,1,0,2,5,133,0,,,,95,1,"0,01",,0,0,7256,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,248,1,02/06/2025,2,,455,30,02/05/2024,,,1,1,0,2,5,133,0,,,05/05/2026,95,1,"54,25",,0,0,7256,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,248,1,02/06/2025,2,,455,30,02/05/2024,01/05/2024,,1,1,0,2,5,133,0,,,,116,1,115,,0,0,7256,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,334,1,05/06/2025,5,,544,10,01/07/2019,,,1,0,0,3,5,7,0,,,01/08/2025,4,1,"641,47",,0,0,6889,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,334,1,05/06/2025,5,,544,10,01/12/2023,,,1,0,0,3,5,7,0,,,03/12/2025,95,2,"50,53",,0,0,6889,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,334,1,05/06/2025,5,,544,10,01/12/2023,,,1,0,0,3,5,7,0,,,03/12/2025,117,2,"50,53",,0,0,6889,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,379,1,10/06/2025,10,,590,16,01/07/2019,,,1,0,0,3,5,7,0,,,02/07/2025,4,2,"183,17",,0,0,6064,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,380,1,10/06/2025,10,Contrato Suspenso,591,26,01/07/2019,,,1,1,0,2,5,133,0,,,07/07/2023,4,1,"275,41",,0,0,7503,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,15/06/2025,15,,689,22,01/07/2019,,,1,0,0,3,5,7,0,,,02/07/2025,4,20,"88,03",,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,30/06/2025,30,,689,22,30/10/2021,30/10/2021,,1,0,0,3,5,7,0,,,,118,1,200,,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,15/06/2025,15,,689,22,30/11/2021,,,1,0,0,3,5,7,0,,,04/11/2025,118,4,"215,65",,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,20/06/2025,20,,689,22,20/12/2021,20/01/2022,,1,0,0,3,5,7,0,,,,55,1,4000,,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,30/06/2025,30,,689,22,30/12/2021,30/12/2021,,1,0,0,3,5,7,0,,,,122,1,"48,12",,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,15/06/2025,15,,689,22,01/09/2022,,,1,0,0,3,5,7,0,,,03/09/2025,95,20,"33,32",,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,15/06/2025,15,,689,22,01/08/2023,,,1,0,0,3,5,7,0,,,01/08/2025,123,1,"51,91",,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,15/06/2025,15,,689,22,01/08/2023,,,1,0,0,3,5,7,0,,,01/08/2025,31,21,"20,76",,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,15/06/2025,15,,689,22,05/08/2023,,,1,0,0,3,5,7,0,,,01/08/2025,4,1,"155,73",,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,476,1,21/06/2025,21,,689,22,21/11/2023,22/12/2023,,1,0,0,3,5,7,0,,,,14,1,1000,,0,0,7398,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,544,1,20/06/2025,20,,760,17,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,2,"187,56",,0,0,6362,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,544,1,20/06/2025,20,,760,17,01/07/2023,,,1,1,0,2,5,133,0,,,02/07/2025,116,1,"40,98",,0,0,6362,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,544,1,20/06/2025,20,,760,17,20/04/2025,,,1,1,0,2,5,133,0,,,,95,2,50,,0,0,6362,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,544,1,20/06/2025,20,,760,17,20/04/2025,,,1,1,0,2,5,133,0,,,,117,2,"0,01",,0,0,6362,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,592,1,10/06/2025,10,,811,21,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"154,37",,0,0,7174,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,01/07/2019,,,1,0,0,3,5,7,0,,,02/07/2025,4,4,"239,71",,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,19/06/2025,19,,849,96,01/07/2020,01/08/2020,,1,0,0,3,5,7,0,,,,14,1,200,,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,01/04/2023,18/04/2023,,1,0,0,3,5,7,0,,,,4,1,50,,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,01/05/2023,22/08/2023,,1,0,0,3,5,7,0,,,,18,2,105,,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,01/05/2023,,,1,0,0,3,5,7,0,,,05/05/2026,31,27,"46,84",,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,01/05/2023,01/08/2023,,1,0,0,3,5,7,0,,,,95,10,"47,0563",,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,01/05/2023,,,1,0,0,3,5,7,0,,,05/05/2026,31,1,"217,02",,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,11/05/2023,,,1,0,0,3,5,7,0,,,,127,1,"0,01",,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,01/12/2023,05/12/2023,,1,0,0,3,5,7,0,,,,31,1,30,,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,05/01/2024,,,1,0,0,3,5,7,0,,,03/01/2026,133,1,"101,07",,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,01/03/2024,,,1,0,0,3,5,7,0,,,03/03/2026,18,2,"113,35",,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,02/04/2025,,,1,0,0,3,5,7,0,,,,4,1,"0,01",,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,608,1,05/06/2025,5,,849,96,05/04/2025,,,1,0,0,3,5,7,0,,,,31,1,30,,0,0,5493,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,623,1,03/06/2025,3,,884,10,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"404,92",,0,0,5607,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,628,1,10/06/2025,10,,889,21,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"276,62",,0,0,7176,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,634,1,15/06/2025,15,,896,33,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,5,"60,14",,0,0,6680,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,634,1,03/06/2025,3,,896,33,13/09/2021,03/02/2022,,1,1,0,2,5,132,0,,,,14,1,1600,,0,0,6680,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,634,1,15/06/2025,15,,896,33,15/09/2021,15/09/2021,,1,1,0,2,5,133,0,,,,100,1,100,,0,0,6680,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,634,1,15/06/2025,15,,896,33,15/10/2021,,,1,1,0,2,5,133,0,,,04/10/2025,116,1,"109,73",,0,0,6680,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,634,1,15/06/2025,15,,896,33,01/04/2023,,,1,1,0,2,5,133,0,,,03/04/2026,95,4,"46,15",,0,0,6680,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,644,1,03/06/2025,3,,907,33,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,8,"42,23",,0,0,5657,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,644,1,03/06/2025,3,,907,33,01/10/2023,,,1,1,0,2,5,133,0,,,04/10/2025,95,4,43,,0,0,5657,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,644,1,03/06/2025,3,,907,33,01/01/2024,,,1,1,0,2,5,133,0,,,03/01/2026,18,2,"75,8",,0,0,5657,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,654,1,10/06/2025,10,,917,21,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"262,9",,0,0,7164,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,654,1,10/06/2025,10,,917,21,01/06/2021,10/01/2022,,1,1,0,2,5,133,0,,,,95,2,40,,0,0,7164,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,668,1,02/06/2025,2,,932,17,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"506,94",,0,0,6301,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,668,1,02/06/2025,2,,932,17,02/04/2025,,,1,1,0,2,5,133,0,,,,31,2,60,,0,0,6301,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,669,1,03/06/2025,3,,933,10,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"289,69",,0,0,5509,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,909,1,03/06/2025,3,,1331,2,01/07/2019,,,1,0,0,3,5,7,0,,,02/07/2025,4,10,"60,06",,0,0,6702,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,909,1,03/06/2025,3,,1331,2,01/05/2020,30/09/2020,,1,0,0,3,5,7,0,,,,73,1,500,,0,0,6702,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,909,1,03/06/2025,3,,1331,2,01/07/2023,,,1,0,0,3,5,7,0,,,02/07/2025,116,1,"51,23",,0,0,6702,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1093,1,25/06/2025,25,,5,35,01/07/2019,,,1,1,0,2,5,7,0,,,02/07/2025,4,1,"424,31",,0,0,5422,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1095,1,30/06/2025,30,,43,35,01/07/2019,,,1,0,0,3,5,7,0,,,02/07/2025,4,1,"764,68",,0,0,5439,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1097,1,20/06/2025,20,,45,35,01/07/2019,,,1,1,0,2,5,133,0,,,02/07/2025,4,1,"161,78",,0,0,5386,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1109,1,15/06/2025,15,,59,35,01/07/2019,,,1,0,0,3,5,7,0,,,02/07/2025,4,1,"413,74",,0,0,5451,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1109,1,15/06/2025,15,,59,35,15/05/2024,,,1,0,0,3,5,7,0,,,05/05/2026,118,1,217,,0,0,5451,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1109,1,15/06/2025,15,,59,35,15/05/2024,,,1,0,0,3,5,7,0,,,05/05/2026,116,1,"162,75",,0,0,5451,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1109,1,24/06/2025,24,,59,35,24/05/2024,,,1,0,0,3,5,7,0,,,,14,1,1080,,0,0,5451,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1112,1,15/06/2025,15,,63,35,01/07/2019,,,1,1,0,2,5,7,0,,,02/07/2025,4,1,"786,37",,0,0,5405,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1112,1,30/06/2025,30,,63,35,30/09/2021,30/09/2021,,1,1,0,2,5,186,0,,,,55,1,3300,,0,0,5405,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1112,1,20/06/2025,20,,63,35,20/02/2022,20/03/2022,,1,1,0,2,5,186,0,,,,55,1,3375,,0,0,5405,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,1124,1,30/06/2025,30,,100,35,01/07/2019,,,1,0,0,3,5,7,0,,,02/07/2025,4,1,"408,82",,0,0,5401,Já existe um contrato com essa referência! Utilize o endpoint de atualização para editar o contrato.,N/A
,430,1,05/06/2025,5,,643,16,01/08/2019,05/07/2025,,1,1,0,2,5,133,0,,,01/08/2025,4,1,"196,26",,0,0,6087,Erro desconhecido,N/A
,489,1,03/06/2025,3,,702,10,01/08/2019,,,1,0,0,3,5,7,0,,,01/08/2025,4,2,"479,37",,0,0,5498,Erro desconhecido,N/A
,489,1,27/06/2025,27,,702,10,01/09/2020,30/06/2021,,1,0,0,3,5,7,0,,,,14,1,2200,,0,0,5498,Erro desconhecido,N/A
,489,1,22/06/2025,22,,702,10,14/09/2023,22/09/2023,,1,0,0,3,5,7,0,,,,14,"2,3",110,,0,0,5498,Erro desconhecido,N/A
